order_id,user_id,total_amount,order_date
210,11976,18359.06,2046-05-15 03:35:05.106584
211,7217,19519.15,2047-02-16 22:37:57.794354
212,17167,22294.5,2047-11-04 20:40:58.094837
213,6946,5201.58,2046-02-23 12:28:33.866178
214,1909,14089.99,2047-09-26 14:59:31.018951
215,8145,12795.38,2048-03-23 12:55:48.872376
216,12447,15400.36,2045-07-11 14:30:11.804879
217,15129,9316.76,2045-07-09 21:31:10.696054
218,5134,9832.77,2045-09-28 17:32:35.442766
219,156,8669.05,2048-10-30 02:38:34.484977
220,14747,11655.49,2044-12-27 07:18:11.195305
221,15019,18856.06,2047-12-05 23:41:52.669690
222,8657,8157.61,2047-02-23 06:47:35.393715
223,12844,15258.22,2047-11-02 18:42:00.370923
224,5316,11081.83,2048-03-21 12:41:53.006256
225,17294,4279.84,2046-11-18 20:30:50.496759
226,6222,21989.42,2046-11-13 02:35:01.313929
227,9209,10382.28,2047-10-07 13:40:54.420197
228,6721,5273.45,2047-12-13 18:47:44.661773
229,1000,20530.91,2049-02-23 02:21:34.279984
230,5592,6419.45,2045-01-06 13:40:10.931177
231,8581,11279.0,2049-10-11 11:16:48.847924
232,12925,20764.68,2049-08-10 15:21:06.863576
233,13378,15514.1,2046-06-08 05:25:13.802913
234,19332,6788.01,2048-01-20 14:14:11.135124
235,5125,20950.68,2047-08-31 06:17:52.211835
236,10158,10621.2,2047-06-10 09:20:53.328847
237,15244,6488.62,2045-01-28 21:40:04.183535
238,8761,8712.43,2046-06-05 23:16:23.466580
239,15790,20674.19,2047-02-10 23:51:04.167154
240,11333,21908.75,2047-12-29 03:47:19.000481
241,5254,10362.44,2048-05-02 23:26:06.533470
242,3465,4059.08,2047-04-03 20:34:33.813642
243,8947,18196.88,2045-11-10 17:07:38.650693
244,14798,4941.03,2047-05-12 19:41:38.637973
245,12886,20781.89,2049-01-18 12:17:45.630872
246,7154,17279.22,2049-04-18 05:57:23.331320
247,3258,22448.22,2047-09-08 17:46:42.099755
248,14080,14399.55,2045-01-23 05:22:44.682476
249,18179,5049.22,2044-11-10 11:43:35.904685
250,3707,8215.89,2045-07-17 02:41:39.682305
251,11015,11941.97,2048-09-11 16:41:21.118979
252,11449,6854.39,2045-06-23 17:44:32.497891
253,4859,9963.17,2048-12-25 03:43:31.486605
254,16258,14551.2,2047-07-12 11:47:58.609947
255,17955,15077.51,2045-09-20 04:36:48.389535
256,5442,18514.58,2049-01-25 07:05:47.937299
257,15829,19899.77,2045-06-22 19:19:19.830831
258,4633,3005.65,2049-05-27 22:10:38.267772
259,7535,13352.54,2046-06-30 16:34:34.482402
260,6191,20423.5,2046-10-10 16:45:05.863452
261,3720,11871.31,2046-05-24 12:55:39.409680
262,7683,17824.68,2048-08-17 12:42:57.295014
263,14461,18272.83,2047-05-06 13:53:17.276078
264,13953,14677.53,2046-11-08 23:23:59.296172
265,9248,22137.71,2048-06-13 05:02:36.642850
266,5514,7775.87,2048-11-23 12:20:29.335750
267,1487,14112.62,2046-03-24 14:38:59.944584
268,12771,12998.33,2044-12-23 09:53:53.544853
269,7543,16257.16,2044-11-28 23:14:43.507941
270,10871,21565.59,2048-04-20 17:38:24.264276
271,2916,7980.51,2047-06-05 03:52:13.935683
272,14421,20722.41,2048-03-27 18:00:54.668581
273,3699,17863.1,2045-11-05 16:35:56.891354
274,14966,17004.32,2048-07-19 21:41:32.930844
275,10571,1959.62,2045-06-02 19:21:04.207918
276,6408,15566.11,2049-03-08 16:00:42.122012
277,11408,19782.96,2049-04-15 19:49:42.361581
278,10581,17013.69,2046-07-04 00:40:49.026545
279,6520,23311.57,2045-02-07 06:47:12.736817
280,19967,6429.16,2046-06-12 18:40:43.405069
281,6650,19553.39,2048-06-03 08:52:09.416133
282,7034,16340.47,2048-10-19 15:01:31.273855
283,5635,17912.76,2045-08-25 10:54:27.364052
284,420,20786.59,2046-05-04 23:42:48.216987
285,1132,1827.53,2047-08-26 08:37:27.801515
286,6023,5919.44,2047-04-26 23:24:07.797903
287,2454,16472.39,2047-10-30 11:51:52.629466
288,5133,15546.07,2047-02-07 11:23:50.126688
289,2860,13984.98,2047-07-28 18:48:41.799014
290,2147,11612.43,2048-09-13 05:19:51.220799
291,9491,8930.3,2048-10-12 16:53:06.723764
292,4196,19490.8,2047-02-10 02:14:06.703389
293,7251,19907.7,2049-08-17 07:33:19.117518
294,13629,3613.58,2047-03-10 10:17:55.162498
295,7788,16589.44,2049-08-07 05:02:55.120902
296,6971,19899.39,2048-08-31 08:03:37.582366
297,577,4258.62,2047-07-01 05:07:45.504959
298,7987,15990.5,2047-10-09 08:24:57.398266
299,6249,19094.29,2045-03-22 09:45:52.756652
300,2328,24863.97,2045-06-22 11:57:53.762645
301,13584,15486.45,2048-09-29 18:56:47.537899
302,14178,17587.16,2049-01-16 13:25:30.886996
303,13359,17008.03,2048-06-09 09:46:33.681105
304,19545,20549.85,2048-01-15 23:51:16.602504
305,8420,20792.1,2045-02-08 18:38:24.167067
306,3597,22306.48,2046-04-17 10:47:53.337360
307,17138,5176.34,2047-08-01 04:44:52.038616
308,18270,5464.5,2048-07-18 04:18:32.239238
309,7917,3638.82,2045-07-27 08:18:23.973162
310,4525,12778.46,2049-09-19 22:41:44.771273
311,5508,5015.55,2047-12-04 00:08:06.739462
312,12882,14881.54,2048-11-28 01:03:40.619362
313,2192,22198.36,2049-05-15 17:55:17.814722
314,10309,13475.68,2049-05-07 15:25:29.654367
315,18875,12689.24,2045-04-14 16:14:27.475173
316,11302,5289.22,2049-02-02 13:57:01.517433
317,15421,12956.84,2044-12-01 15:33:26.264143
318,11314,9775.8,2049-06-19 16:54:45.689270
319,6019,5369.75,2045-07-07 16:00:41.157536
320,7555,14691.16,2047-05-07 10:26:55.565899
321,5008,12255.42,2046-07-25 07:36:20.873458
322,7344,19654.26,2048-04-11 14:29:56.745031
323,15512,11272.31,2047-06-20 13:26:41.278740
324,19185,12742.87,2049-04-13 22:04:26.095265
325,4873,5481.83,2049-01-24 10:59:05.850581
326,7680,7349.43,2047-07-24 21:22:11.845371
327,11233,18453.35,2048-11-11 21:10:13.676442
328,14247,14377.73,2048-06-18 01:44:44.160698
329,7277,8463.58,2047-12-15 11:51:08.156210
330,4041,18281.8,2045-03-20 17:11:19.427380
331,8477,20707.2,2048-06-14 18:33:16.509059
332,17588,21781.33,2047-05-29 19:44:47.427804
333,12954,10103.85,2049-04-01 16:12:32.271400
334,8620,3964.04,2047-04-05 21:20:33.129380
335,7022,7901.76,2048-08-14 01:32:53.206594
336,19587,21633.07,2044-12-03 17:02:27.718072
337,4069,15989.35,2049-04-21 07:47:51.045568
338,1059,14371.75,2047-03-09 02:02:33.104616
339,12072,16217.92,2048-10-11 15:18:28.306104
340,1957,20516.22,2047-06-10 20:47:56.278674
341,16273,17529.63,2045-08-22 10:35:17.606035
342,13300,14034.2,2048-01-31 23:58:30.216713
343,18202,12818.6,2045-10-14 16:13:30.657064
344,16740,5423.94,2047-10-23 02:04:02.423440
345,15819,14502.39,2048-07-14 06:39:52.608764
346,9853,22636.65,2048-09-01 06:25:15.997175
347,7997,11686.34,2046-08-11 01:47:08.115580
348,4644,3875.66,2046-07-12 13:04:57.808451
349,15539,15109.13,2045-01-21 17:33:05.752971
350,6895,10696.3,2048-04-01 17:03:14.372739
351,17392,4322.1,2048-11-17 16:49:28.540820
352,14062,9808.79,2045-11-26 14:14:56.954354
353,15897,21808.24,2048-01-21 07:45:50.585609
354,17556,17074.82,2046-05-31 01:54:23.416657
355,19426,10133.28,2045-01-14 02:08:15.123270
356,3501,9822.18,2048-02-08 13:30:56.989777
357,17999,7560.7,2047-02-12 10:05:07.327546
358,17322,17896.64,2047-10-04 05:53:34.143329
359,19769,9760.59,2044-12-20 22:57:22.498897
360,1269,24419.69,2047-07-16 10:52:06.805399
361,17861,14275.0,2048-12-18 09:04:12.721581
362,6085,14878.76,2049-02-23 14:46:20.399346
363,19542,5111.69,2044-12-11 16:35:51.546349
364,9328,22450.43,2047-09-02 10:23:02.844362
365,18845,10218.19,2045-03-09 02:48:59.155371
366,5970,7369.82,2048-10-22 09:38:43.109660
367,3412,20261.52,2048-02-28 10:17:30.708254
368,14285,11725.69,2044-12-07 08:01:43.733772
369,12598,12896.12,2045-12-12 12:47:19.512097
370,3456,23545.37,2045-11-04 07:47:06.316245
371,3121,16949.5,2048-02-13 04:06:22.697302
372,2747,18288.76,2047-03-09 19:12:37.019522
373,8638,8650.68,2046-10-07 06:05:33.728745
374,2821,19175.91,2046-10-20 16:29:55.669188
375,10006,23146.78,2045-08-18 05:13:22.424727
376,341,24136.25,2045-04-14 15:31:50.710289
377,10736,9459.86,2047-10-22 16:09:25.345188
378,11067,21067.77,2045-06-25 03:59:20.453388
379,19881,23312.9,2044-11-02 11:59:34.345581
380,856,17785.14,2049-07-23 01:05:53.285515
381,14321,4793.42,2046-01-06 19:27:31.192882
382,16321,24934.57,2045-08-28 00:46:00.800704
383,10606,17703.32,2048-08-08 00:29:57.464830
384,8184,6708.45,2044-12-16 15:43:15.416514
385,15447,3278.74,2048-08-24 06:03:31.340199
386,2381,11152.37,2047-12-06 05:52:58.299910
387,10767,24607.23,2047-08-08 18:50:14.601135
388,16501,23102.55,2049-07-19 19:56:31.972865
389,18845,15201.54,2046-05-01 08:42:56.009090
390,11899,15346.89,2045-01-18 04:04:35.853199
391,5104,14616.4,2045-04-01 14:51:58.766547
392,7122,15090.71,2045-11-23 16:01:55.310710
393,11397,23763.9,2044-11-01 20:00:50.487538
394,1689,22864.98,2047-07-04 00:53:00.798382
395,3118,15632.88,2049-05-26 20:04:18.879951
396,13950,11197.91,2046-10-17 04:00:07.759528
397,8933,21318.72,2049-03-25 05:50:37.790850
398,8863,4427.45,2047-10-24 07:58:58.560676
399,15675,9215.59,2046-06-28 04:56:59.638958
400,12453,14183.41,2048-01-12 00:18:23.789508
401,127,9901.55,2046-08-28 08:20:36.977530
402,8291,22627.69,2045-08-12 09:18:18.323285
403,18932,17941.7,2046-02-15 01:11:35.994640
404,1781,6049.24,2047-01-10 08:45:59.401106
405,12842,20321.94,2046-02-10 06:09:16.909521
406,10276,6098.16,2045-10-27 22:05:27.609290
407,12184,10742.06,2046-08-16 22:04:05.589445
408,14737,18847.36,2048-03-09 05:57:45.552585
409,8216,1862.87,2047-05-06 04:26:23.754067
410,15761,13359.92,2046-09-05 08:28:45.819651
411,12796,2409.14,2047-01-15 13:55:39.318187
412,13949,8528.89,2048-12-06 09:01:26.478549
413,2992,17893.48,2047-09-29 09:48:04.627619
414,17188,15666.25,2046-07-11 16:40:17.198605
415,16256,18829.43,2047-11-16 11:58:34.208326
416,2816,12034.44,2048-04-16 02:57:21.717351
417,2297,6696.86,2049-01-07 07:36:53.738372
418,1829,22740.68,2045-11-23 19:43:40.333335
419,18060,24570.69,2046-01-10 16:06:04.197855
420,15509,17050.81,2049-03-16 05:56:08.355603
421,12186,6615.65,2046-10-16 11:13:33.919034
422,303,15895.1,2047-07-19 22:48:01.594950
423,6085,10360.35,2048-01-13 19:11:28.332351
424,7012,23499.54,2044-12-29 06:09:53.466734
425,18749,2269.77,2047-08-24 07:54:38.719082
426,1426,2277.63,2044-11-04 10:44:08.754218
427,5519,17188.8,2045-05-24 01:21:49.851025
428,10361,14995.04,2047-01-12 10:05:49.842092
429,19939,11280.61,2045-10-04 17:02:03.494064
430,3737,11387.36,2048-06-23 01:13:19.009097
431,19399,6305.28,2047-06-28 07:21:50.805700
432,116,9158.44,2044-12-31 03:15:35.962636
433,13438,5534.0,2046-04-19 05:15:37.959538
434,14644,11333.09,2046-12-08 07:19:21.707107
435,17992,22622.68,2047-07-08 17:23:20.996026
436,200,14112.87,2047-02-07 11:02:36.258764
437,5953,2484.89,2045-08-31 01:09:48.379501
438,17895,21716.59,2047-01-15 01:18:00.649072
439,15982,11843.56,2046-08-08 16:05:57.704707
440,12893,11246.55,2048-12-30 06:39:29.725375
441,4197,22560.11,2046-07-23 03:15:12.202124
442,5669,8980.87,2049-10-16 02:34:27.887313
443,17373,18699.27,2046-08-06 17:04:09.655664
444,12805,15733.02,2048-04-16 15:31:53.708526
445,17396,17703.53,2045-08-07 09:46:11.328019
446,14634,6181.86,2048-11-02 22:58:30.879159
447,16462,10287.17,2049-07-13 16:56:55.952791
448,18589,19181.17,2045-01-06 04:50:21.121120
449,10333,23204.55,2049-09-15 17:01:25.597167
450,15779,14554.48,2045-07-17 22:52:52.874813
451,10986,11422.78,2049-09-21 06:09:38.019487
452,10973,15866.94,2047-11-03 08:59:55.420201
453,9531,17863.2,2049-07-12 21:18:03.237536
454,3767,1687.01,2049-10-09 08:46:59.903465
455,16304,18733.04,2046-12-30 17:16:00.652415
456,15734,2888.86,2045-07-05 04:37:28.235443
457,17963,13505.93,2049-09-28 20:37:56.784000
458,3046,15083.72,2049-04-04 06:16:44.225046
459,1604,13679.63,2045-03-14 15:50:43.888549
460,1527,14069.0,2048-08-28 14:40:41.551271
461,1000,7952.85,2046-08-06 13:39:03.672750
462,10887,14116.93,2046-02-05 04:18:01.955822
463,11129,19366.55,2046-11-05 11:54:55.334304
464,17204,10753.76,2044-12-07 20:26:09.544841
465,6028,17566.94,2045-06-12 18:09:45.168015
466,7277,21759.53,2046-02-20 23:31:03.889977
467,12327,16379.78,2045-06-08 06:59:28.146781
468,507,24930.61,2046-10-12 08:01:48.759961
469,18820,5936.69,2048-03-25 00:34:28.993632
470,13927,21125.95,2045-01-19 08:20:43.327188
471,961,24542.86,2045-04-13 21:05:31.688521
472,9578,5778.65,2048-09-09 11:22:49.594516
473,14999,16081.57,2046-06-11 14:25:43.999792
474,8934,21719.37,2045-03-12 14:32:15.082987
475,9697,18732.22,2049-09-20 06:24:09.395504
476,2386,12440.59,2047-11-26 01:49:34.779396
477,4831,19405.24,2047-04-08 18:21:05.771097
478,7370,21311.8,2045-04-01 10:14:07.512407
479,16398,13861.54,2048-10-01 19:31:52.260872
480,855,17373.11,2047-08-03 06:25:16.660177
481,3104,15032.57,2047-06-22 09:16:09.805887
482,8526,14381.68,2046-08-22 06:41:01.440928
483,3743,6498.29,2049-04-18 02:31:42.258296
484,11825,11801.6,2049-04-02 13:38:23.263490
485,10087,5072.18,2045-03-05 06:16:45.467457
486,4466,24396.37,2045-08-23 15:39:00.208593
487,14014,20694.07,2049-06-22 14:43:15.841185
488,13523,18350.91,2046-12-28 13:40:09.689386
489,15710,24822.74,2046-04-23 21:14:25.454310
490,6959,21532.89,2048-10-20 16:18:11.664461
491,16073,11213.38,2048-03-12 09:31:52.833414
492,14802,6923.13,2049-01-29 22:25:38.611586
493,17548,9716.21,2047-03-11 10:15:58.922505
494,8045,3180.72,2048-11-28 17:34:39.646832
495,8597,16533.99,2048-05-03 07:49:28.001779
496,7447,10856.65,2046-07-04 04:39:17.187672
497,11599,8895.9,2047-07-28 22:58:26.333258
498,14340,19053.81,2045-12-06 19:02:06.528534
499,67,24722.5,2045-10-29 00:47:54.407574
500,5215,15720.14,2047-01-27 01:27:21.500331
501,1360,16598.3,2047-12-03 12:29:36.353168
502,9668,7125.28,2048-06-20 03:28:11.527387
503,18638,16503.89,2045-06-15 21:47:02.630423
504,14822,22998.92,2045-09-23 03:28:59.588775
505,17325,13706.93,2049-03-03 12:19:26.490298
506,2743,3973.38,2048-03-20 15:34:41.737230
507,17239,5657.84,2046-04-15 12:07:42.802735
508,17416,14720.38,2049-03-16 04:15:49.937761
509,18029,3887.1,2049-01-23 13:44:26.187818
510,14612,15927.13,2048-05-10 13:10:29.809529
511,2583,22600.94,2045-09-01 09:39:12.862648
512,14110,10480.0,2048-11-05 05:20:19.189529
513,15710,13900.64,2048-09-24 01:49:25.398403
514,5976,7545.25,2046-10-28 01:58:47.440701
515,12757,23538.04,2047-03-14 06:47:45.692875
516,4394,23947.35,2046-01-12 23:51:33.494534
517,1684,2197.46,2048-04-23 18:17:31.315487
518,6448,12437.86,2048-05-31 23:05:13.488339
519,3525,22770.15,2047-01-12 04:45:15.450947
520,7084,24586.69,2046-04-16 00:24:01.002244
521,8469,24071.52,2046-03-12 18:28:45.862669
522,7040,12481.21,2047-04-28 21:47:00.124946
523,10873,3872.01,2047-10-31 12:33:58.189549
524,11111,8787.71,2049-06-19 02:53:07.375564
525,11840,23591.14,2045-05-23 14:29:10.097846
526,16253,8705.21,2047-07-28 19:04:34.974866
527,186,21653.0,2046-08-22 21:19:15.797117
528,10320,11755.92,2047-04-02 20:40:49.756716
529,16714,7003.53,2046-11-30 17:55:27.075741
530,14400,17276.93,2045-12-18 06:56:24.675450
531,18058,15649.28,2045-11-30 18:44:06.166625
532,17537,14417.16,2049-04-15 22:59:14.044905
533,18091,12940.84,2049-04-21 17:38:46.612324
534,4807,19016.41,2048-02-23 03:03:06.060116
535,4315,16433.26,2048-09-13 07:03:12.602646
536,6857,17477.39,2047-11-18 23:44:39.857808
537,18082,21992.47,2048-03-06 01:32:12.712487
538,7282,17567.95,2049-01-21 04:00:32.597449
