order_item_id,order_id,product_id,quantity,price
389,23257,686,3,14820
390,17001,356,5,21860
391,16716,926,2,23906
392,20903,1495,4,7249
393,3070,794,1,6089
394,12352,685,5,11898
395,1818,700,1,22582
396,3631,485,1,16695
397,29984,206,2,23059
398,13791,1736,3,4815
399,6569,1319,5,19182
400,9787,1105,3,19386
401,17050,1465,1,21574
402,1562,1143,4,7777
403,20810,612,1,2513
404,12767,490,2,15549
405,27101,80,5,5224
406,5596,585,5,11395
407,3473,192,5,24441
408,5843,655,3,12424
409,758,1323,2,5613
410,10430,1136,5,19593
411,27808,758,3,13566
412,26648,703,3,17844
413,16885,1774,1,15189
414,5142,304,2,7317
415,8744,1007,1,18257
416,23860,1000,2,13982
417,10641,1642,3,18446
418,20301,460,5,18675
419,26326,1756,2,11956
420,2071,414,2,2004
421,12140,184,3,6636
422,1516,56,1,23303
423,1847,1370,3,20623
424,22144,238,2,21332
425,28667,1685,4,14882
426,10773,1161,4,5160
427,13650,1914,2,22898
428,10820,1769,5,3802
429,23490,351,2,19579
430,19786,827,3,1979
431,19826,31,3,10231
432,24820,1165,5,17569
433,15915,4,3,14981
434,2049,1757,3,14380
435,22932,1921,5,8967
436,28872,1719,4,18815
437,24465,201,1,14568
438,22909,1346,1,14780
439,28355,177,3,17007
440,17842,1010,1,24439
441,26501,783,4,3148
442,19191,1893,2,9227
443,28029,717,3,18795
444,6672,1080,3,14670
445,10841,515,2,11129
446,3629,1382,3,2720
447,22322,1715,3,7043
448,20925,1114,4,23512
449,20544,911,2,1711
450,19234,968,4,15926
451,7198,1492,2,5995
452,1175,415,3,12345
453,24734,1648,3,24009
454,2303,1212,5,19985
455,21034,690,3,18549
456,26786,1352,5,10596
457,27498,391,2,23767
458,15200,1156,5,19986
459,15745,1740,2,6153
460,12889,627,2,3549
461,29159,1480,5,2350
462,5623,1722,5,15193
463,12057,1735,3,20094
464,166,428,4,13668
465,173,1383,5,23850
466,18688,244,1,13967
467,29587,595,3,9575
468,13116,168,1,17040
469,7689,1250,5,24735
470,23656,389,5,22335
471,7888,109,4,21452
472,14309,1694,2,9955
473,21068,1558,5,2173
474,6170,514,1,16719
475,27707,1038,2,20306
476,27501,677,1,2174
477,14678,107,1,14653
478,21855,1891,4,24630
479,9759,822,1,16436
480,15661,209,5,9475
481,22125,1378,1,12967
482,28134,1147,2,6025
483,16720,1437,3,13745
484,27857,865,4,12827
485,3944,1833,2,17335
486,28741,1627,2,16598
487,6394,1920,1,21798
488,27192,1150,3,18440
489,18851,1680,2,20271
490,18312,1264,1,15832
491,4983,999,3,8604
492,1188,164,5,19318
493,5881,984,4,9430
494,3469,849,5,14000
495,27823,510,4,7424
496,26268,865,3,8743
497,8851,905,4,13684
498,21616,37,4,19878
499,17378,307,4,7065
500,6100,190,3,23229
501,11802,1686,1,22872
502,15616,1652,5,24256
503,11491,1382,1,5345
504,20438,1728,5,11120
505,20574,425,2,11843
506,2082,1865,2,14735
507,2220,1259,5,24505
508,3464,430,1,7797
509,3130,1686,2,17614
510,29149,775,2,5662
511,5766,1082,5,24918
512,23896,270,1,13206
513,23207,97,5,13900
514,29836,686,2,12409
515,8848,886,5,20798
516,19674,613,5,5017
517,25683,1479,4,3698
518,26454,1678,4,15794
519,13378,1179,3,20386
520,19299,1347,2,23539
521,23191,1710,2,12092
522,28168,225,1,13899
523,7904,1029,5,21205
524,1643,1776,3,14549
525,22089,1383,5,17218
526,17666,968,2,5050
527,26201,394,3,5067
528,9667,487,4,20052
529,25689,1506,4,10092
530,165,449,1,16493
531,19931,1252,4,17953
532,6303,522,5,16211
533,26925,1122,1,21764
534,22412,645,4,11971
535,18033,1390,5,24177
536,28899,1657,3,16599
537,12935,1303,4,18666
538,6144,1526,1,19762
539,20157,810,3,18650
540,14010,995,2,21810
541,16241,1495,1,14463
542,24918,1601,4,3163
543,28241,228,4,2740
544,27178,305,2,13039
545,13214,1913,4,2978
546,12003,1132,3,14884
547,25984,832,2,7219
548,672,1003,5,23464
549,23854,950,4,7633
550,28309,68,4,16313
551,12899,1501,5,9934
552,12472,1171,3,5261
553,24893,1929,1,16169
554,26387,1415,5,15992
555,20518,1606,2,3848
556,3175,969,4,7650
557,17388,749,5,7226
558,16739,21,3,9174
559,21698,270,4,24316
560,4636,1098,4,20761
561,9960,1692,3,16615
562,25721,1075,1,6015
563,852,655,1,6258
564,4975,819,5,14277
565,7015,1894,1,18627
566,23983,1923,4,10252
567,3296,19,4,17839
568,5238,630,2,12862
569,16760,1817,3,7524
570,9750,891,5,18343
571,25397,939,4,10772
572,12383,1596,2,8758
573,27120,124,4,18834
574,16002,1094,2,4729
575,10680,204,5,18451
576,498,244,5,12403
577,47,1854,5,9539
578,29540,1409,5,9221
579,15711,1805,5,19286
580,8161,693,2,15185
581,25486,606,3,5011
582,4724,527,5,11149
583,24936,732,5,14862
584,11955,166,3,11552
585,7325,1434,2,4136
586,16171,216,5,15303
587,18754,1923,1,8236
588,2038,960,2,3262
589,26713,1346,5,23655
590,16302,125,2,11775
591,4946,1339,5,9579
592,8835,1895,1,15994
593,11421,149,5,5508
594,20249,517,3,12267
595,29227,631,2,1918
596,24305,1505,5,6842
597,8067,1669,4,21592
598,26223,663,3,22571
599,16060,1748,3,9156
600,10967,559,3,14621
601,27752,1771,4,22795
602,741,1649,4,7382
603,13722,1747,4,2575
604,24516,615,4,24646
605,490,938,5,10700
606,824,537,2,20547
607,21219,50,4,24832
608,24175,1449,3,1721
609,21400,798,5,5259
610,5881,831,2,24694
611,17249,1004,3,3239
612,24162,1510,1,11941
613,21180,487,1,1595
614,28101,1070,3,5704
615,11514,306,1,19905
616,17854,1776,3,3664
617,3851,1405,5,16930
618,14949,1509,4,17245
619,21050,1602,3,24016
620,4039,1091,5,19123
621,23209,1347,5,20552
622,29474,837,4,8304
623,14658,1054,5,20998
624,19003,690,4,18995
625,13077,1871,1,4099
626,15058,836,5,10639
627,6609,1031,3,20907
628,26070,1367,5,6828
629,10705,500,5,5580
630,2789,638,1,14766
631,1014,910,4,12159
632,19717,115,4,13825
633,22055,812,4,17433
634,7025,764,2,10949
635,14637,1311,4,10937
636,24533,1575,1,4499
637,22033,989,5,7093
638,25536,369,4,5042
639,8417,481,3,6266
640,8391,1313,3,23293
641,20156,1167,1,11759
642,16196,99,3,11381
643,16589,162,4,13464
644,25774,1437,3,3081
645,2602,777,1,24792
646,8438,1128,3,23072
647,25330,17,1,19914
648,24582,254,5,5356
649,3838,831,1,5690
650,9203,899,1,20113
651,435,1710,3,15811
652,19475,539,2,17026
653,1282,1927,1,17805
654,18638,1142,5,12910
655,23702,1336,5,13653
656,19781,252,1,21934
657,6563,621,1,9579
658,28781,1098,3,22480
659,244,270,5,12710
660,25603,675,4,4365
661,2653,1303,1,13087
662,13959,1905,1,6588
663,23405,1128,3,18880
664,292,34,5,21203
665,28912,1469,1,22176
666,1486,375,5,15792
667,13365,1686,3,12035
668,10938,624,2,15060
669,15381,1215,4,3084
670,25870,475,2,22214
671,20688,1638,2,5377
672,5943,1784,4,24325
673,16313,343,3,14123
674,23438,351,4,14111
675,16834,1366,3,20409
676,10285,340,4,22377
677,28823,1417,1,3016
678,12182,50,3,2573
679,12938,815,1,14679
680,3071,1412,5,20628
681,25167,1821,3,4411
682,15351,83,3,7248
683,10886,376,5,14971
684,18372,1527,3,23480
685,12929,1001,5,22882
686,10235,1895,5,18055
687,530,1828,5,23309
688,3447,819,4,13729
689,21225,387,3,19718
690,27341,1741,2,15839
691,21916,1295,3,22636
692,26945,476,2,4053
693,22689,347,3,11504
694,23207,86,4,10721
695,2400,988,2,18478
696,27114,1921,3,18127
697,24191,1013,2,11347
698,13450,921,5,19152
699,23367,1931,5,2518
700,4418,178,5,6825
701,29059,1604,4,2622
702,4323,1398,4,11635
703,7802,1879,4,2642
704,17278,1494,5,21903
705,13417,1226,1,17015
706,24799,50,1,6635
707,18418,255,5,19458
708,12240,732,3,7358
709,19246,1777,2,20103
710,21866,54,3,18822
711,4649,1747,3,2884
712,21522,895,1,3148
713,23893,72,3,14686
714,13711,635,3,4742
715,23515,616,2,24500
716,8062,1341,5,5934
717,14392,613,1,8598
718,12694,146,4,8105
719,2920,975,4,22735
720,8811,446,1,8672
721,25867,61,5,4075
722,13332,1044,4,20168
723,8187,1176,4,9340
724,9225,1704,4,22388
725,9249,1522,3,19107
726,10272,79,3,19151
727,25645,1843,5,15830
728,26968,1245,3,16844
729,1335,207,2,20875
730,24701,124,3,4779
731,7982,1826,1,13925
732,27308,1238,1,20402
733,7174,1654,3,4921
734,8175,878,2,11221
735,21433,106,1,19798
736,7925,463,5,15413
737,3924,271,3,6702
738,709,53,2,12374
739,15808,539,4,21610
740,15452,1457,3,12715
741,6123,1550,5,14589
742,4529,1850,1,22363
743,15981,1286,5,20345
744,3914,150,2,3133
745,16406,90,5,24336
746,3370,1101,5,15527
747,28579,871,4,7445
748,6998,1066,2,21424
749,16736,102,2,18620
750,26806,1482,1,16412
751,8024,1133,1,7371
752,15479,860,5,19397
753,23840,686,5,23877
754,16763,888,5,14048
755,4194,334,4,21777
756,12439,45,5,16055
757,26910,134,5,23535
758,17661,546,3,1897
759,18249,1041,3,8233
760,3430,1321,4,13398
761,3893,478,3,10175
762,23426,746,2,21876
763,20104,1852,2,2585
764,12556,1575,1,6439
765,29546,345,5,18642
766,22390,1033,2,8383
767,27591,1765,3,17483
768,14932,1789,1,10180
769,29200,1931,4,20116
770,22002,1458,5,6450
771,6129,1719,1,5393
772,21618,549,2,20470
773,13861,1510,4,22939
774,2955,1833,4,24965
775,7394,1885,2,15127
776,29543,1439,3,4764
777,10379,170,5,5144
778,651,919,4,12801
779,2833,1902,5,13523
780,19074,1466,1,21536
781,25574,749,1,8493
782,25927,1724,3,9849
783,11228,834,4,3278
784,17656,84,3,12682
785,22291,83,2,24833
786,9050,273,1,16824
787,12571,236,4,7001
788,20936,635,1,21805
789,28783,83,2,4795
790,24330,1762,2,19474
791,7972,842,5,9062
792,27213,626,2,2379
793,2051,1850,4,18472
794,2460,1890,4,18965
795,20400,876,4,13924
796,20534,1919,1,16810
797,16431,1349,4,20692
798,12677,1110,4,6921
799,14017,1673,5,7359
800,6955,1221,5,11856
801,27660,1932,2,17606
802,25146,806,3,20516
803,5431,1664,3,20275
804,260,549,1,5581
805,3652,1089,1,18946
806,25745,697,4,21244
807,15013,707,5,11666
808,16627,1673,3,17597
809,25150,793,4,7336
810,18276,1870,1,7515
811,19189,1782,3,18959
812,8867,421,4,24805
813,24372,1801,4,5547
814,28153,993,3,13542
815,16598,89,2,4703
816,3295,1039,1,2318
817,10083,190,1,15431
818,29717,495,4,15190
819,11075,307,1,19129
820,10681,83,5,20337
821,14082,929,1,14236
822,4894,330,3,15615
823,21852,746,4,7953
824,26780,1024,4,6451
825,2253,1392,4,6222
826,17612,177,5,13424
827,17504,66,5,20720
828,22447,1483,4,21040
829,12194,1192,3,16546
830,18654,1774,4,12373
831,18028,195,1,19683
832,5241,207,5,24768
833,26335,752,5,6256
834,20797,1555,1,5125
835,10961,1726,5,20934
836,9340,1915,4,3398
837,25761,220,2,8570
838,28124,1477,1,24187
839,9568,244,4,10708
840,22142,1470,1,12580
841,13176,1509,3,4969
842,14836,117,3,6947
843,4515,325,1,24955
844,2787,189,3,13185
845,12069,469,5,7814
846,27244,1498,5,15284
847,17948,1077,1,13501
848,16566,1796,2,20120
849,17286,1532,5,21052
850,29210,428,1,12191
851,18277,1841,5,23258
852,11926,1507,3,8078
853,11155,217,3,21436
854,13894,1808,1,8201
855,6167,1588,2,2960
856,25913,20,4,11262
857,9096,549,4,24519
858,20235,1202,3,19428
859,21904,1922,2,23369
860,8034,1216,5,17968
861,14982,980,1,14784
862,12326,151,2,18214
863,15885,1593,1,23936
864,5433,678,1,3816
865,26305,227,4,19226
866,4734,1119,1,15480
867,2034,55,2,23066
868,7178,1579,1,24744
869,2909,1058,3,9953
870,19163,1100,4,2926
871,16393,521,3,12327
872,14053,284,3,3034
873,25230,144,4,24210
874,20103,1128,5,8428
875,29003,102,5,16324
876,6777,246,3,2338
877,6184,925,4,23798
878,23878,673,2,23423
879,2230,1492,3,7881
880,19615,158,2,17235
881,1232,877,4,2671
882,17202,1203,1,6129
883,1474,1850,5,11349
884,23374,1140,5,19966
885,458,775,3,3609
886,7785,127,3,21611
887,2249,1316,5,16227
888,18260,487,4,13262
889,3355,763,2,19532
890,27247,1401,1,22787
891,17010,1305,4,20382
892,3322,642,2,16878
893,24692,1429,2,2700
894,17556,1500,5,3035
895,18422,1182,5,14591
896,21904,1813,2,24034
897,11647,1090,4,4907
898,4969,1773,3,17505
899,25662,1254,3,11789
900,21294,256,5,2731
901,11244,1682,2,23030
902,1851,1312,3,2082
903,4837,999,5,14913
904,4509,808,3,4550
905,1415,884,5,22522
906,18737,1411,5,11174
907,20111,1506,4,22309
908,27690,826,4,19345
909,11212,1907,1,15312
910,14599,52,4,18596
911,218,284,5,12253
912,27171,205,4,5582
913,8382,526,1,24172
914,29815,924,2,5336
915,23551,347,3,18842
916,27102,686,5,24493
917,27051,656,4,16644
918,21725,298,3,18275
919,13975,1040,4,13236
920,5190,1710,1,11457
921,28318,1812,4,18707
922,18828,1504,2,14549
923,15679,1649,2,14425
924,2917,1053,2,14237
925,11443,770,1,6659
926,9357,1041,4,23135
927,7557,16,5,17000
928,6058,1924,5,8332
929,13209,1833,4,10777
930,22218,865,3,14922
931,26102,835,5,9353
932,29363,1902,4,20470
933,14754,1747,3,23824
934,13415,198,2,8458
935,8062,274,2,7314
936,11230,1317,4,14388
937,2211,342,3,11104
938,14366,198,5,6759
939,10775,1813,1,22277
940,5087,1410,4,12622
941,18324,396,2,20074
942,20644,1653,2,1732
943,2057,1860,5,14905
944,20614,1070,1,10692
945,19492,1085,1,19024
946,27502,347,1,6359
947,19248,1157,3,24831
948,3257,265,4,20956
949,27013,391,1,13343
950,4337,581,2,19096
951,3765,289,2,6018
952,26497,938,3,19423
953,15548,1441,1,7028
954,14070,505,3,24628
955,16019,1366,4,4702
956,24736,196,2,7639
957,13174,1375,5,14528
958,8925,1027,3,6754
959,11606,156,3,11325
960,15566,42,1,9805
961,11174,1743,4,14295
962,17381,8,3,2692
963,14325,1839,2,5976
964,28958,1080,2,22998
965,10152,1544,1,18861
966,23821,906,1,5486
967,9637,726,5,5127
968,14683,860,5,22087
969,16078,248,3,11277
970,28494,1739,3,22438
971,1349,941,1,24928
972,21581,349,3,8504
973,5088,1548,1,6352
974,9707,786,2,10674
975,19096,1103,5,10283
976,24894,1399,3,16495
977,6185,43,1,5561
978,28652,1177,2,8112
979,26389,977,5,16493
980,8872,197,5,22339
981,10500,1291,4,14407
982,6956,411,2,13644
983,12645,667,2,21261
984,1163,858,4,4857
985,14666,876,5,23732
986,1422,1235,3,8158
987,3719,72,4,22674
988,40,581,2,22631
989,10377,1767,1,13409
990,23478,790,4,23206
991,14811,1355,3,3496
992,20847,1638,5,12941
993,27642,129,2,3542
994,2351,42,5,16242
995,25390,1742,5,12650
996,19823,935,4,13103
997,221,1728,2,3232
998,9353,537,3,3776
999,6055,155,2,21722
1000,22901,1344,2,6255
1001,7290,1117,5,20094
1002,7746,1788,4,19901
1003,1696,179,2,24176
1004,20665,1383,2,12089
1005,16077,207,2,7569
1006,23938,1233,2,24521
1007,25658,832,4,16676
1008,15440,918,1,16858
1009,17873,228,3,5824
1010,12645,885,5,11876
1011,8231,654,4,21036
1012,26157,1309,5,23599
1013,17947,1521,3,4718
1014,4573,801,1,11128
1015,15845,657,4,18890
1016,28920,1829,5,13999
1017,3926,26,4,19278
1018,7027,1155,5,13745
1019,10217,1147,5,10605
1020,9638,1531,3,22119
1021,13510,990,5,17368
1022,25039,763,5,20361
1023,7388,531,2,16999
1024,25400,1918,4,23155
1025,23650,1283,4,18955
1026,13254,1856,4,13782
1027,19702,597,3,12670
1028,16584,2,3,24761
1029,8302,1484,5,22512
1030,10161,705,3,8703
1031,6987,1071,5,7397
1032,13273,28,5,11783
1033,22853,841,3,22653
1034,1375,1114,4,24426
1035,21671,754,3,20252
1036,3214,1844,5,23872
1037,16259,1706,2,20559
1038,3235,338,4,3137
1039,4813,218,4,24079
1040,17227,1549,2,7872
1041,22634,580,1,17436
1042,438,29,2,3205
1043,25557,1788,3,9944
1044,15722,1648,1,9588
1045,9444,1134,3,15996
1046,15108,295,5,11613
1047,10822,1659,1,4196
1048,1061,39,1,4888
1049,19350,395,4,14509
1050,21456,1657,2,14890
1051,15791,1113,2,19153
1052,15284,718,3,8833
1053,17532,1219,5,20841
1054,22267,1557,5,12592
1055,12088,1831,4,14395
1056,4516,1151,3,1620
1057,26130,1645,5,21025
1058,15891,1741,5,12840
1059,10526,1779,2,2775
1060,7481,1755,1,6353
1061,18738,477,1,19588
1062,25048,1876,5,5012
1063,5419,126,5,8711
1064,26380,1265,2,17489
1065,10564,759,1,12822
1066,8490,1632,2,21731
1067,28022,354,5,15935
1068,19879,565,3,8419
1069,28035,1888,4,11646
1070,27539,191,4,15246
1071,19244,1323,2,13821
1072,10360,1236,4,13712
1073,351,1753,4,19497
1074,8399,192,2,2257
1075,24955,1618,3,22438
1076,8658,1013,5,24940
1077,25037,9,3,12704
1078,27846,513,3,19430
1079,6254,1203,1,16542
1080,20655,1472,4,9450
1081,27749,464,2,9454
1082,19259,1766,1,5108
1083,3899,925,1,21183
1084,25673,898,2,20051
1085,25904,164,3,3018
1086,28516,1518,2,11195
1087,24419,177,2,22345
1088,26646,1118,5,20879
1089,25223,1863,1,4605
1090,9879,128,2,11150
1091,27757,1767,5,20012
1092,21282,401,2,17651
1093,7096,1826,3,10957
1094,20538,1788,3,3868
1095,11503,549,3,14885
1096,15789,1762,5,17894
1097,17244,926,3,8739
1098,27655,1324,2,10130
1099,27216,1778,4,24323
1100,10439,961,4,24088
1101,21313,592,5,22882
1102,15559,1069,5,21609
1103,13500,589,5,24583
1104,24084,796,1,5119
1105,24731,1226,2,6120
1106,13760,1293,5,19399
1107,922,497,3,3252
1108,22741,1564,1,17723
1109,721,1084,4,18879
1110,8392,1729,2,18199
1111,20765,868,1,2880
